file, Mean F0 (Hz),Start F0 (Hz),End F0 (Hz),Max F0 (Hz),Min F0 (Hz),Range F0 (Hz),Time max F0 (%),F0 Abs Slope,F0 var (Hz/s),FM Rate (s-1),FM Extent (Hz),Q25% (Hz),Q50% (Hz),Q75% (Hz),Fpeak (Hz),Sound duration (s), AM var (dB/s), AM rate (s-1), AM extent (dB),Harmonicity, F1 mean (Hz),F2 mean (Hz),F3 mean (Hz),F4 mean (Hz),F5 mean (Hz),F6 mean (Hz),formant dispersal (Hz),vocal tract length (cm),mean wiener entropy,Comment
HFC_01.wav,91.991,90.45,87.66,105.312,85.201,20.111,48.847,90.359,43.201,1.199,36.03734398311086,336.541,368.314,569.303,335.574,0.834,60.414,8.991,6.719,18.38,361.124,1127.562,1806.004,2249.026,2857.577,3326.113,592.998,29.511,-0.404,
HFC_02.wav,92.149,72.06,95.33,104.09,72.057,32.033,80.146,33.16,32.404,1.992,16.265502470833706,284.702,360.74,672.703,293.228,1.506,35.416,9.629,3.678,13.18,344.776,1047.725,1689.708,2236.608,2909.078,3444.689,619.983,28.227,-0.237,
HFC_03.wav,89.021,107.64,87.0,107.642,82.1,25.542,37.708,116.79,35.685,1.252,28.513064530097026,320.504,344.794,399.975,331.777,0.799,65.592,8.135,8.063,14.87,361.687,1027.117,1751.358,2260.677,2952.877,3478.347,623.332,28.075,0.472,
HFC_04.wav,93.063,97.21,89.86,107.324,82.156,25.168,6.6,59.83,57.456,2.974,19.322560078814455,308.293,378.504,530.889,367.688,1.681,35.855,7.434,4.823,18.45,367.826,1044.116,1621.975,2225.556,2822.681,3327.462,591.927,29.564,-0.316,zgomot de fundal
HFC_05.wav,88.113,91.4,77.79,105.14,74.794,30.347,14.742,93.1,87.224,3.889,22.4297001911095,252.696,328.98,425.341,317.701,0.9,41.682,11.666,3.573,15.37,333.441,852.473,1596.906,2042.401,2750.741,3227.548,578.821,30.234,0.172,
HFC_06.wav,87.524,72.15,77.26,106.916,72.148,34.768,29.083,89.421,87.766,3.806,23.059774481963252,243.495,314.397,415.613,330.074,1.708,44.95,11.711,3.838,13.55,328.175,905.986,1617.436,2088.717,2756.034,3337.637,601.892,29.075,0.182,
HFC_07.wav,88.712,85.52,91.73,91.733,85.515,6.218,85.767,15.01,0.0,0.0,--undefined--,360.785,574.3,4877.359,420.652,1.638,55.933,12.213,4.58,11.51,352.078,924.946,1710.66,2269.083,2958.744,3461.555,621.895,28.14,-3.308,zgomot
HFC_08.wav,87.794,80.38,89.45,92.379,79.839,12.54,71.429,48.855,47.229,4.049,11.663515243275974,281.529,352.293,419.539,351.93,0.988,47.352,11.136,4.252,14.02,355.792,1027.644,1668.645,2263.337,2869.073,3411.556,611.153,28.634,0.145,
HFC_09.wav,92.615,84.89,85.66,107.424,84.887,22.537,36.565,64.752,41.164,2.579,15.963815311866915,342.041,594.153,2322.102,342.403,1.163,42.949,3.868,11.104,16.78,365.714,1251.786,1938.52,2361.15,2917.939,3367.721,600.401,29.147,-2.342,
HFC_10.wav,97.568,81.31,84.7,105.401,81.307,24.094,82.86,43.07,16.941,0.723,23.42809560562189,365.703,1243.278,2720.817,316.159,1.383,31.197,8.316,3.752,16.87,365.006,1264.321,1945.592,2435.947,2958.092,3379.886,602.976,29.023,-2.099,
HFC_11.wav,87.592,85.4,87.76,103.055,79.37,23.685,27.977,107.547,89.336,4.525,19.74093234863157,263.22,356.921,680.594,347.518,0.663,60.342,5.28,11.429,12.34,335.829,1029.35,1793.863,2206.042,2851.614,3376.567,608.148,28.776,-0.45,
HFC_12.wav,92.158,85.73,86.09,106.974,84.107,22.867,35.353,50.311,35.898,1.328,27.02880334256008,275.349,351.751,517.622,348.846,1.506,48.753,8.633,5.647,17.57,342.521,1002.73,1711.438,2149.872,2785.357,3335.174,598.531,29.238,-0.178,
HFC_13.wav,89.063,89.03,78.6,105.675,78.596,27.079,36.619,79.449,65.053,2.905,22.390462875804946,299.317,430.756,1879.929,325.261,0.86,63.109,7.554,8.354,11.66,322.507,1084.944,1677.245,2112.522,2685.857,3271.357,589.77,29.673,-2.159,Aici sunt 2 vaci
HFC_14.wav,99.319,96.97,81.68,105.987,81.678,24.309,67.528,63.9,60.475,4.578,13.20895812388407,319.107,610.1,2626.153,319.66,0.874,35.003,5.723,6.116,14.22,346.876,1152.847,1717.803,2253.587,2819.879,3258.839,582.393,30.048,-2.633,2 vaci
HFC_15.wav,91.669,88.7,84.84,108.221,76.827,31.394,48.645,85.897,42.831,1.67,25.648588798075178,320.125,360.087,674.612,322.953,1.497,60.645,7.348,8.254,17.88,333.882,1111.764,1734.104,2189.444,2789.71,3304.058,594.035,29.46,-1.071,
HFC_16.wav,87.523,86.1,76.82,106.05,76.822,29.228,25.627,91.339,83.567,4.174,20.02139308296889,238.111,323.025,411.272,334.639,0.839,69.531,7.751,8.97,9.25,321.585,954.863,1637.817,2197.392,2875.141,3428.227,621.329,28.165,0.651,
HFC_17.wav,88.984,70.62,84.88,107.134,70.625,36.509,40.466,92.173,80.698,3.43,23.52492156184012,204.446,292.591,602.567,258.28,0.729,54.023,6.175,8.749,11.28,307.93,1005.807,1755.056,2334.474,2987.86,3495.146,637.443,27.453,-0.287,zgomot de fundal
HFC_18.wav,87.409,88.26,85.18,104.937,76.405,28.532,9.834,72.0,69.071,5.177,13.342542052607598,268.349,349.745,523.181,350.957,1.545,42.055,8.736,4.814,13.79,342.444,874.583,1546.822,2039.696,2749.713,3301.611,591.833,29.569,-0.395,zgomot de fundal
HFC_19.wav,89.172,70.99,78.15,103.129,70.989,32.141,78.827,69.949,48.092,2.778,17.31296396749739,311.562,443.598,1119.751,420.863,0.9,81.509,8.333,9.781,8.26,384.989,1072.467,1692.004,2321.416,2981.813,3548.795,632.761,27.657,-1.904,Zgomot mult la inceput
HFC_20.wav,90.894,71.89,85.15,101.695,71.895,29.8,68.151,62.75,59.407,1.205,49.293403244338336,129.057,271.03,579.264,368.522,0.83,37.491,16.27,2.304,3.11,363.397,1142.816,1843.517,2416.078,2987.459,3539.922,635.305,27.546,0.333,
